上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:114/06/13
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","25.50","+0.31","25.45","25.50","25.33","81,147,000","2,062,289,280","5,422","25.50","120","25.51","1,707","9,108,692,000","9,999.95","0.01"
"00687B","國泰20年美債","26.79","+0.29","26.74","26.80","26.63","35,896,000","958,776,460","4,130","26.79","316","26.80","1,100","7,170,650,055","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","9.15","+0.13","9.13","9.15","9.13","59,200","540,597","15","9.15","64","9.16","50","263,107","9,999.95","0.01"
"00694B","富邦美債1-3","38.80","-0.07","38.80","38.86","38.69","565,000","21,914,370","77","38.79","70","38.85","5","173,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","32.91","+0.08","32.83","32.94","32.82","268,000","8,821,040","26","32.91","89","32.93","2","37,686,000","9,999.95","0.01"
"00696B","富邦美債20年","27.70","+0.33","27.59","27.70","27.52","7,397,000","204,274,250","256","27.70","87","27.71","318","938,181,000","9,999.95","0.01"
"00697B","元大美債7-10","33.60","+0.09","33.52","33.60","33.47","315,000","10,560,860","74","33.57","16","33.60","27","60,712,000","9,999.95","0.01"
"00718B","富邦中國政策債","19.37","-0.26","19.39","19.45","19.35","156,000","3,033,770","8","19.37","59","19.41","1","4,501,000","9,999.95","0.01"
"00719B","元大美債1-3","29.20","-0.05","29.25","29.25","29.07","2,655,000","77,340,860","474","29.20","18","29.21","71","466,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","31.50","+0.23","31.46","31.50","31.34","13,005,000","408,386,350","1,065","31.49","283","31.50","99","4,066,609,000","9,999.95","0.01"
"00722B","群益投資級電信債","34.52","+0.18","34.37","34.52","34.36","1,252,000","43,128,200","151","34.52","50","34.53","1","1,488,239,000","9,999.95","0.01"
"00723B","群益投資級科技債","30.09","+0.24","29.97","30.09","29.96","301,000","9,030,540","27","30.06","55","30.11","59","1,507,083,000","9,999.95","0.01"
"00724B","群益投資級金融債","31.65","+0.11","31.57","31.65","31.50","3,797,000","119,856,280","91","31.65","35","31.67","80","2,843,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","33.46","+0.18","33.40","33.46","33.29","7,156,000","238,703,930","699","33.45","333","33.46","107","3,511,706,000","9,999.95","0.01"
"00726B","國泰新興投等債","30.74","-0.04","30.68","30.74","30.60","188,000","5,771,020","24","30.73","2","30.74","1","1,183,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","37.17","-0.24","37.35","37.35","37.07","235,000","8,729,650","19","37.12","25","37.17","2","88,689,000","9,999.95","0.01"
"00734B","台新JPM新興債","14.36","+0.02","14.31","14.36","14.27","500,000","7,178,370","12","14.33","50","14.35","5","28,979,000","9,999.95","0.01"
"00740B","富邦全球投等債","36.54","+0.17","36.39","36.54","36.33","4,029,000","146,806,380","412","36.54","38","36.55","3","1,659,971,000","9,999.95","0.01"
"00741B","富邦全球非投等債","35.40","-0.09","35.26","35.40","35.24","436,000","15,415,360","22","35.32","1","35.37","4","16,628,000","9,999.95","0.01"
