上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:114/07/21
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","24.85","+0.01","24.80","24.86","24.78","22,901,000","568,684,910","2,340","24.84","1,707","24.85","406","9,076,692,000","9,999.95","0.01"
"00687B","國泰20年美債","25.80","+0.01","25.75","25.81","25.73","21,081,000","543,421,370","1,808","25.79","372","25.80","1,081","7,269,733,575","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","8.97","0.00","8.97","8.97","8.97","51,800","464,646","6","8.96","123","8.97","101","2,872,268","9,999.95","0.01"
"00694B","富邦美債1-3","38.49","+0.03","38.46","38.49","38.43","209,000","8,040,930","44","38.49","1","38.51","40","173,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","32.48","+0.09","32.34","32.49","32.34","291,000","9,449,570","19","32.48","29","32.49","2","37,686,000","9,999.95","0.01"
"00696B","富邦美債20年","26.70","+0.01","26.65","26.71","26.64","3,640,000","97,162,150","154","26.69","358","26.70","7","952,681,000","9,999.95","0.01"
"00697B","元大美債7-10","33.06","+0.06","33.00","33.07","33.00","412,000","13,614,920","88","33.05","33","33.06","2","61,712,000","9,999.95","0.01"
"00719B","元大美債1-3","28.87","除息","28.82","28.87","28.80","2,033,000","58,643,490","380","28.86","212","28.87","221","542,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","30.64","除息","30.60","30.65","30.57","3,288,000","100,682,290","758","30.64","102","30.65","41","4,072,109,000","9,999.95","0.01"
"00722B","群益投資級電信債","33.71","+0.06","33.58","33.72","33.58","2,574,000","86,737,850","109","33.70","10","33.71","24","1,490,239,000","9,999.95","0.01"
"00723B","群益投資級科技債","29.27","+0.04","29.23","29.27","29.23","131,000","3,832,760","10","29.28","1","29.30","10","1,506,583,000","9,999.95","0.01"
"00724B","群益投資級金融債","31.20","+0.06","31.13","31.22","31.13","2,451,000","76,488,400","76","31.19","57","31.20","14","2,843,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","32.54","+0.03","32.52","32.58","32.48","8,825,000","287,111,130","595","32.54","270","32.55","52","3,578,206,000","9,999.95","0.01"
"00726B","國泰新興投等債","30.91","+0.11","30.81","30.92","30.81","287,000","8,867,460","48","30.91","2","30.93","70","1,184,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","37.10","+0.09","36.95","37.11","36.95","127,000","4,709,540","8","37.08","1","37.11","15","88,689,000","9,999.95","0.01"
"00734B","台新JPM新興債","14.19","+0.02","14.09","14.21","14.09","501,000","7,108,370","14","14.19","4","14.20","5","27,979,000","9,999.95","0.01"
"00740B","富邦全球投等債","35.89","+0.03","35.86","35.90","35.81","1,763,000","63,232,930","91","35.89","15","35.90","1","1,653,971,000","9,999.95","0.01"
"00741B","富邦全球非投等債","35.31","+0.09","35.21","35.33","35.18","505,000","17,831,030","151","35.30","12","35.31","3","16,628,000","9,999.95","0.01"
"00746B","富邦A級公司債","32.81","+0.06","32.65","32.81","32.65","543,000","17,808,650","28","32.78","206","32.81","5","2,390,964,000","9,999.95","0.01"
"00749B","凱基新興債10+","28.31","0.00","28.30","28.31","28.20","102,000","2,887,500","4","28.22","2","28.27","1","1,020,500,000","9,999.95","0.01"
"00750B","凱基科技債10+","31.08","-0.03","31.08","31.08","31.08","100,000","3,108,000","2","31.00","1","31.04","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","29.59","+0.04","29.53","29.59","29.50","2,569,000","75,944,990","421","29.58","32","29.59","2","4,779,103,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","31.87","0.00","31.87","31.88","31.87","92,000","2,932,050","8","31.88","1","31.93","20","868,900,000","9,999.95","0.01"
"00755B","群益投資級公用債","30.52","+0.05","30.46","30.52","30.46","68,000","2,071,960","5","30.48","30","30.50","1","212,730,000","9,999.95","0.01"
"00756B","群益投等新興公債","28.98","+0.12","28.89","28.98","28.89","69,000","1,997,000","11","28.96","1","28.97","1","1,334,300,000","9,999.95","0.01"
"00758B","復華能源債","46.62","+0.10","46.62","46.62","46.62","100,000","4,662,000","2","46.47","20","46.82","13","6,025,000","9,999.95","0.01"
"00759B","復華製藥債","50.20","+0.10","50.05","50.20","50.05","101,000","5,070,050","3","50.05","20","50.40","1","48,025,000","9,999.95","0.01"
"00760B","復華新興企業債","49.96","-0.14","49.86","50.05","49.86","111,000","5,545,080","8","49.94","50","49.97","1","458,020,000","9,999.95","0.01"
"00761B","國泰A級公司債","32.19","+0.01","32.17","32.23","32.12","305,000","9,821,330","43","32.18","8","32.19","17","2,662,589,000","9,999.95","0.01"
"00764B","群益25年美債","25.89","+0.02","25.82","25.90","25.80","7,063,000","182,772,940","111","25.88","163","25.89","42","1,377,500,000","9,999.95","0.01"
"00768B","復華20年美債","48.50","+0.04","48.46","48.54","48.46","1,011,000","49,045,030","45","48.48","179","48.51","10","454,100,000","9,999.95","0.01"
"00772B","中信高評級公司債","31.21","+0.03","31.20","31.24","31.15","2,901,000","90,527,050","266","31.20","122","31.21","11","3,474,790,000","9,999.95","0.01"
"00773B","中信優先金融債","33.12","+0.04","33.05","33.12","33.02","1,168,000","38,658,730","166","33.11","3","33.12","3","2,636,790,000","9,999.95","0.01"
"00777B","凱基AAA至A公司債","30.38","-0.05","30.38","30.38","30.38","100,000","3,038,000","2","30.32","1","30.36","1","1,877,150,000","9,999.95","0.01"
"00778B","凱基金融債20+","32.05","+0.02","32.01","32.05","32.01","104,000","3,333,040","4","31.96","5","32.02","1","1,478,150,000","9,999.95","0.01"
"00779B","凱基美債25+","26.14","+0.02","26.10","26.14","26.10","610,000","15,933,760","21","26.13","26","26.14","111","1,170,150,000","9,999.95","0.01"
"00780B","國泰A級金融債","35.11","+0.14","35.06","35.11","35.06","120,000","4,212,200","3","35.11","2","35.12","1","344,102,000","9,999.95","0.01"
"00781B","國泰A級科技債","27.29","+0.02","27.29","27.29","27.28","107,000","2,919,000","8","27.28","71","27.34","10","6,336,000","9,999.95","0.01"
