上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:114/05/07
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","26.31","+0.50","26.04","26.36","26.01","75,629,000","1,985,018,000","10,514","26.31","234","26.32","892","8,987,692,000","9,999.95","0.01"
"00687B","國泰20年美債","27.27","+0.50","26.96","27.33","26.96","57,612,000","1,567,331,560","7,287","27.27","180","27.28","32","7,172,150,055","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","9.14","+0.08","9.06","9.14","9.06","30,800","281,472","7","9.14","1","9.15","168","213,687","9,999.95","0.01"
"00694B","富邦美債1-3","39.52","+0.23","39.33","39.58","39.33","267,000","10,549,870","191","39.51","1","39.52","1","174,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","33.50","+0.23","33.46","33.64","33.46","349,000","11,697,890","29","33.49","2","33.52","3","40,686,000","9,999.95","0.01"
"00696B","富邦美債20年","28.21","+0.47","27.92","28.29","27.92","3,699,000","104,284,050","238","28.20","4","28.21","129","922,181,000","9,999.95","0.01"
"00697B","元大美債7-10","34.18","+0.30","34.06","34.26","34.06","649,000","22,170,630","111","34.17","12","34.18","1","60,212,000","9,999.95","0.01"
"00718B","富邦中國政策債","19.78","+0.06","19.70","19.80","19.69","108,000","2,136,990","9","19.75","2","19.76","1","6,001,000","9,999.95","0.01"
"00719B","元大美債1-3","29.72","+0.15","29.60","29.78","29.60","1,999,000","59,395,400","496","29.72","129","29.73","2","471,014,000","9,999.95","0.01"
"00720B","元大投資級公司債","31.10","+0.57","30.71","31.16","30.70","12,725,000","394,946,690","1,844","31.09","404","31.10","181","4,113,609,000","9,999.95","0.01"
"00722B","群益投資級電信債","34.38","+0.56","34.10","34.45","33.97","2,130,000","73,153,850","303","34.38","32","34.40","1","1,491,239,000","9,999.95","0.01"
"00723B","群益投資級科技債","29.83","+0.53","29.69","29.83","29.69","140,000","4,173,330","20","29.82","1","29.83","1","1,505,083,000","9,999.95","0.01"
"00724B","群益投資級金融債","31.43","+0.42","31.10","31.54","31.10","6,689,000","210,387,210","176","31.43","15","31.46","3","2,845,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","32.99","+0.44","32.62","33.04","32.62","9,853,000","324,552,830","1,422","32.98","106","32.99","329","3,515,706,000","9,999.95","0.01"
"00726B","國泰新興投等債","30.74","+0.32","30.50","30.79","30.50","324,000","9,954,510","63","30.69","44","30.75","3","1,169,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","37.39","+0.16","37.28","37.39","37.22","145,000","5,417,980","10","37.39","1","37.58","1","88,689,000","9,999.95","0.01"
"00734B","台新JPM新興債","14.25","+0.05","14.25","14.25","14.23","35,000","498,650","4","14.23","1","14.24","1","28,979,000","9,999.95","0.01"
"00740B","富邦全球投等債","36.25","+0.56","35.69","36.30","35.69","4,517,000","163,617,840","406","36.24","5","36.25","20","1,667,971,000","9,999.95","0.01"
"00741B","富邦全球非投等債","35.79","+0.12","35.77","35.81","35.73","527,000","18,848,690","36","35.77","6","35.78","5","17,128,000","9,999.95","0.01"
"00746B","富邦A級公司債","33.41","+0.52","33.02","33.42","33.02","570,000","19,012,890","46","33.40","1","33.41","4","2,430,964,000","9,999.95","0.01"
"00749B","凱基新興債10+","28.59","+0.50","28.35","28.59","28.35","140,000","3,998,420","12","28.50","1","28.56","1","955,000,000","9,999.95","0.01"
"00750B","凱基科技債10+","31.75","+0.35","31.59","31.75","31.59","102,000","3,238,180","5","31.66","10","31.71","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","30.37","+0.54","29.86","30.42","29.86","13,305,000","403,095,960","1,597","30.36","50","30.37","330","4,529,103,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","32.74","+0.59","32.70","32.74","32.66","94,000","3,076,210","12","32.71","1","32.72","1","869,400,000","9,999.95","0.01"
"00755B","群益投資級公用債","31.11","+0.57","30.66","31.11","30.66","164,000","5,091,110","31","31.11","4","31.20","20","213,230,000","9,999.95","0.01"
"00756B","群益投等新興公債","29.20","+0.45","28.68","29.23","28.68","592,000","17,233,300","90","29.19","10","29.21","31","1,272,300,000","9,999.95","0.01"
"00758B","復華能源債","46.83","+0.60","46.87","46.87","46.83","104,000","4,874,390","6","46.73","32","46.83","1","6,025,000","9,999.95","0.01"
"00759B","復華製藥債","51.40","+0.55","51.40","51.40","51.40","100,000","5,140,000","2","51.35","1","51.40","1","48,025,000","9,999.95","0.01"
"00760B","復華新興企業債","50.25","+0.60","50.10","50.25","49.47","165,000","8,280,220","22","50.10","5","50.20","1","458,520,000","9,999.95","0.01"
"00761B","國泰A級公司債","33.06","+0.46","32.98","33.08","32.96","411,000","13,574,720","238","33.05","3","33.06","136","2,686,589,000","9,999.95","0.01"
"00764B","群益25年美債","27.40","+0.44","27.06","27.48","27.06","6,163,000","168,744,900","194","27.40","301","27.41","11","1,358,500,000","9,999.95","0.01"
