上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:114/07/23
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","24.96","-0.04","25.04","25.07","24.93","28,980,000","724,416,230","3,003","24.95","2,224","24.96","685","9,089,692,000","9,999.95","0.01"
"00687B","國泰20年美債","25.91","-0.04","26.00","26.03","25.87","24,501,000","635,650,450","2,291","25.90","755","25.91","146","7,293,233,575","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","9.05","0.00","9.07","9.07","9.05","51,700","468,397","7","9.04","130","9.05","10","2,872,268","9,999.95","0.01"
"00694B","富邦美債1-3","38.36","-0.06","38.49","38.49","38.35","455,000","17,473,470","46","38.35","44","38.36","14","173,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","32.48","-0.02","32.60","32.60","32.46","266,000","8,638,440","14","32.46","65","32.49","2","37,686,000","9,999.95","0.01"
"00696B","富邦美債20年","26.84","-0.04","26.91","26.95","26.82","6,820,000","183,204,030","173","26.83","12","26.84","2","960,681,000","9,999.95","0.01"
"00697B","元大美債7-10","33.07","-0.03","33.19","33.19","33.05","233,000","7,709,800","72","33.06","10","33.07","30","61,712,000","9,999.95","0.01"
"00719B","元大美債1-3","28.76","-0.06","28.81","28.83","28.74","1,500,000","43,179,390","474","28.75","83","28.76","61","545,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","30.69","-0.07","30.81","30.83","30.67","2,649,000","81,404,350","633","30.69","34","30.70","27","4,074,109,000","9,999.95","0.01"
"00722B","群益投資級電信債","33.79","-0.06","33.82","33.91","33.73","2,991,000","101,016,410","184","33.78","2","33.79","33","1,490,239,000","9,999.95","0.01"
"00723B","群益投資級科技債","29.32","-0.11","29.38","29.38","29.26","154,000","4,514,600","14","29.30","1","29.32","53","1,506,583,000","9,999.95","0.01"
"00724B","群益投資級金融債","31.25","-0.05","31.30","31.33","31.21","3,168,000","98,921,720","68","31.24","31","31.25","47","2,843,775,000","9,999.95","0.01"
"00725B","國泰投資級公司債","32.60","-0.05","32.70","32.73","32.56","9,896,000","323,227,810","756","32.59","33","32.60","105","3,579,706,000","9,999.95","0.01"
"00726B","國泰新興投等債","30.91","-0.09","31.01","31.03","30.88","1,014,000","31,378,440","166","30.90","31","30.91","37","1,184,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","37.01","-0.08","37.02","37.12","37.00","144,000","5,330,020","11","37.00","2","37.01","14","88,689,000","9,999.95","0.01"
"00734B","台新JPM新興債","14.23","-0.01","14.26","14.26","14.23","503,000","7,162,890","11","14.22","2","14.23","2","27,979,000","9,999.95","0.01"
"00740B","富邦全球投等債","35.93","-0.07","36.00","36.06","35.90","1,484,000","53,360,380","100","35.92","5","35.93","3","1,654,471,000","9,999.95","0.01"
"00741B","富邦全球非投等債","35.30","-0.02","35.31","35.48","35.30","209,000","7,378,180","13","35.30","1","35.32","12","16,628,000","9,999.95","0.01"
"00746B","富邦A級公司債","32.84","-0.08","32.95","32.95","32.82","833,000","27,365,780","36","32.83","4","32.84","21","2,391,964,000","9,999.95","0.01"
"00749B","凱基新興債10+","28.35","-0.06","28.41","28.45","28.34","117,000","3,320,130","10","28.35","1","28.38","1","1,020,500,000","9,999.95","0.01"
"00750B","凱基科技債10+","31.17","-0.12","31.17","31.17","31.17","100,000","3,117,000","2","31.09","11","31.15","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","29.64","-0.09","29.77","29.78","29.62","3,928,000","116,604,500","659","29.64","206","29.65","45","4,779,603,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","31.93","-0.14","32.05","32.07","31.93","147,000","4,698,770","13","31.90","20","31.96","20","884,900,000","9,999.95","0.01"
"00755B","群益投資級公用債","30.61","-0.02","30.64","30.65","30.60","236,000","7,225,940","18","30.58","1","30.60","2","212,730,000","9,999.95","0.01"
"00756B","群益投等新興公債","28.98","-0.07","29.08","29.08","28.97","150,000","4,349,250","27","28.98","2","29.01","10","1,334,300,000","9,999.95","0.01"
"00758B","復華能源債","46.87","-0.05","46.87","46.87","46.87","100,000","4,687,000","2","46.46","20","46.82","13","6,025,000","9,999.95","0.01"
"00759B","復華製藥債","50.45","-0.05","50.45","50.45","50.45","100,000","5,045,000","2","50.10","20","50.55","21","48,025,000","9,999.95","0.01"
"00760B","復華新興企業債","50.30","+0.25","50.50","50.50","50.30","109,000","5,483,550","6","50.10","6","50.15","1","458,020,000","9,999.95","0.01"
"00761B","國泰A級公司債","32.26","-0.08","32.38","32.38","32.23","189,000","6,096,480","39","32.25","15","32.26","12","2,662,589,000","9,999.95","0.01"
"00764B","群益25年美債","25.99","-0.04","26.09","26.10","25.97","4,804,000","124,844,920","104","25.99","10","26.00","211","1,384,500,000","9,999.95","0.01"
"00768B","復華20年美債","48.72","-0.11","48.87","48.99","48.71","1,872,000","91,402,620","37","48.71","175","48.72","7","456,100,000","9,999.95","0.01"
"00772B","中信高評級公司債","31.27","-0.06","31.33","31.38","31.25","1,238,000","38,777,600","388","31.26","148","31.27","38","3,476,290,000","9,999.95","0.01"
"00773B","中信優先金融債","33.19","-0.08","33.27","33.30","33.15","1,490,000","49,454,630","91","33.18","15","33.19","102","2,637,290,000","9,999.95","0.01"
"00777B","凱基AAA至A公司債","30.50","-0.05","30.50","30.50","30.50","100,000","3,050,000","2","30.45","1","30.49","1","1,877,150,000","9,999.95","0.01"
"00778B","凱基金融債20+","32.12","-0.12","32.15","32.15","32.12","101,000","3,244,150","3","32.12","1","32.13","1","1,478,150,000","9,999.95","0.01"
"00779B","凱基美債25+","26.26","-0.05","26.33","26.33","26.26","556,000","14,600,880","10","26.26","5","26.27","79","1,170,150,000","9,999.95","0.01"
"00780B","國泰A級金融債","35.02","-0.11","35.11","35.11","35.02","111,000","3,890,410","7","35.02","1","35.04","1","344,102,000","9,999.95","0.01"
"00781B","國泰A級科技債","27.40","-0.04","27.43","27.43","27.40","102,000","2,794,830","4","27.39","2","27.40","3","6,336,000","9,999.95","0.01"
"00782B","國泰A級公用債","28.46","-0.08","28.52","28.52","28.45","120,000","3,415,800","15","28.45","1","28.46","1","17,467,000","9,999.95","0.01"
"00785B","富邦金融投等債","32.27","-0.04","32.23","32.27","32.23","113,000","3,646,350","6","32.28","1","32.32","25","1,011,966,000","9,999.95","0.01"
