上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:114/05/27
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","25.06","+0.51","24.77","25.06","24.77","74,605,000","1,854,830,390","8,421","25.05","773","25.06","691","9,127,692,000","9,999.95","0.01"
"00687B","國泰20年美債","26.30","+0.49","26.05","26.32","26.03","50,326,000","1,315,493,820","5,375","26.30","500","26.31","216","7,179,650,055","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","8.89","+0.15","8.85","8.89","8.85","52,000","460,250","7","8.90","160","8.92","159","263,107","9,999.95","0.01"
"00694B","富邦美債1-3","38.98","+0.06","38.90","38.98","38.90","171,000","6,662,520","33","38.95","1","38.97","1","173,076,000","9,999.95","0.01"
"00695B","富邦美債7-10","32.76","+0.07","32.70","32.76","32.70","437,000","14,307,230","28","32.76","56","32.77","20","39,686,000","9,999.95","0.01"
"00696B","富邦美債20年","27.18","+0.50","26.93","27.19","26.93","4,990,000","134,831,450","382","27.18","46","27.20","5","940,181,000","9,999.95","0.01"
"00697B","元大美債7-10","33.45","+0.18","33.37","33.45","33.32","930,000","31,033,130","292","33.43","30","33.45","2","59,712,000","9,999.95","0.01"
"00718B","富邦中國政策債","19.42","+0.04","19.41","19.60","19.39","129,000","2,509,080","16","19.42","49","19.59","20","5,001,000","9,999.95","0.01"
"00719B","元大美債1-3","29.34","+0.09","29.28","29.34","29.21","1,182,000","34,623,840","236","29.33","2","29.34","76","466,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","30.57","+0.49","30.23","30.60","30.23","11,450,000","348,151,630","1,337","30.57","184","30.58","154","4,085,609,000","9,999.95","0.01"
"00722B","群益投資級電信債","33.72","+0.48","33.33","33.76","33.33","3,841,000","129,055,320","231","33.69","147","33.74","48","1,487,739,000","9,999.95","0.01"
"00723B","群益投資級科技債","29.30","+0.39","29.15","29.30","29.15","236,000","6,905,900","22","29.29","20","29.31","2","1,507,083,000","9,999.95","0.01"
"00724B","群益投資級金融債","31.16","+0.38","30.83","31.16","30.83","7,214,000","223,793,240","129","31.15","35","31.20","21","2,843,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","32.53","+0.43","32.30","32.53","32.27","6,645,000","215,046,160","827","32.52","65","32.53","8","3,514,206,000","9,999.95","0.01"
"00726B","國泰新興投等債","30.38","+0.20","30.24","30.40","30.22","231,000","7,004,480","24","30.37","1","30.38","2","1,183,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","37.25","+0.13","37.11","37.25","37.11","146,000","5,436,150","8","37.20","16","37.25","1","88,689,000","9,999.95","0.01"
"00734B","台新JPM新興債","14.16","+0.09","14.07","14.18","14.07","638,000","9,016,330","66","14.12","50","14.16","6","28,979,000","9,999.95","0.01"
