上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:115/01/28
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","27.05","-0.31","27.08","27.12","27.04","43,659,000","1,182,354,200","6,814","27.05","514","27.06","1,413","8,380,692,000","9,999.95","0.01"
"00687B","國泰20年美債","28.09","-0.33","28.15","28.17","28.07","42,845,000","1,205,061,890","5,858","28.09","456","28.10","2,235","6,480,134,927","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","9.40","-0.05","9.41","9.41","9.40","25,100","235,941","4","9.40","101","9.41","106","2,012,268","9,999.95","0.01"
"00694B","富邦美債1-3","41.20","-0.26","41.26","41.29","41.20","355,000","14,636,660","61","41.19","51","41.20","19","180,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","35.09","-0.23","35.24","35.24","35.08","325,000","11,413,180","48","35.08","23","35.09","2","40,686,000","9,999.95","0.01"
"00696B","富邦美債20年","29.13","-0.35","29.18","29.21","29.12","3,749,000","109,345,530","234","29.13","31","29.15","712","779,681,000","9,999.95","0.01"
"00697B","元大美債7-10","35.65","-0.21","35.77","35.77","35.64","564,000","20,126,620","224","35.65","3","35.67","22","68,212,000","9,999.95","0.01"
"00719B","元大美債1-3","30.73","-0.17","30.86","30.86","30.70","4,608,000","141,665,990","1,063","30.73","10","30.74","4","526,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","33.22","-0.33","33.29","33.31","33.20","12,365,000","411,144,630","2,465","33.21","46","33.22","30","4,321,609,000","9,999.95","0.01"
"00722B","群益投資級電信債","36.34","-0.31","36.44","36.44","36.32","5,592,000","203,323,770","448","36.34","57","36.35","24","1,491,739,000","9,999.95","0.01"
"00723B","群益投資級科技債","31.08","-0.24","31.11","31.14","31.07","193,000","6,000,970","27","31.07","1","31.09","53","1,516,583,000","9,999.95","0.01"
"00724B","群益投資級金融債","34.22","-0.27","34.32","34.32","34.22","4,561,000","156,334,760","172","34.22","21","34.26","7","3,019,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","35.23","-0.31","35.29","35.31","35.22","10,978,000","387,151,070","2,720","35.23","123","35.24","41","3,799,706,000","9,999.95","0.01"
"00726B","國泰新興投等債","33.02","-0.23","33.10","33.10","33.02","498,000","16,453,690","105","33.02","5","33.03","10","1,181,989,000","9,999.95","0.01"
"00727B","國泰優選非投等債","39.64","-0.21","39.54","39.71","39.54","115,000","4,558,610","8","39.60","1","39.62","61","55,189,000","9,999.95","0.01"
"00734B","台新JPM新興債","15.60","-0.19","15.65","15.68","15.53","1,320,000","20,647,420","58","15.60","1","15.63","110","27,479,000","9,999.95","0.01"
"00740B","富邦全球投等債","39.02","-0.35","39.13","39.14","39.00","2,956,000","115,445,990","525","39.02","41","39.03","210","1,812,971,000","9,999.95","0.01"
"00741B","富邦全球非投等債","37.53","-0.20","37.71","37.71","37.53","160,000","6,007,770","22","37.53","1","37.54","25","15,628,000","9,999.95","0.01"
"00746B","富邦A級公司債","35.77","-0.29","35.79","35.84","35.77","1,715,000","61,417,820","42","35.75","128","35.77","17","2,383,964,000","9,999.95","0.01"
"00749B","凱基新興債10+","31.64","-0.17","31.64","31.64","31.64","100,000","3,164,000","4","31.62","14","31.63","1","1,168,500,000","9,999.95","0.01"
"00750B","凱基科技債10+","33.34","-0.28","33.39","33.44","33.34","126,000","4,202,040","13","33.30","2","33.33","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","32.09","-0.33","32.12","32.19","32.08","13,049,000","419,224,020","3,018","32.08","309","32.09","201","4,798,103,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","34.21","-0.30","34.28","34.28","34.20","138,000","4,722,220","17","34.20","3","34.22","13","1,057,900,000","9,999.95","0.01"
"00755B","群益投資級公用債","33.36","-0.24","33.37","33.37","33.31","133,000","4,431,950","14","33.31","1","33.36","9","275,230,000","9,999.95","0.01"
"00756B","群益投等新興公債","31.87","-0.23","31.95","31.95","31.87","243,000","7,750,100","74","31.87","2","31.90","20","1,426,800,000","9,999.95","0.01"
"00758B","復華能源債","51.80","-0.45","51.80","51.80","51.80","100,000","5,180,000","2","51.55","25","51.85","20","5,525,000","9,999.95","0.01"
"00759B","復華製藥債","55.20","-0.55","55.30","55.30","55.20","101,000","5,585,200","5","55.00","35","55.30","20","47,525,000","9,999.95","0.01"
"00760B","復華新興企業債","55.05","-0.25","55.00","55.05","55.00","153,000","8,422,400","17","54.90","5","54.95","1","458,020,000","9,999.95","0.01"
"00761B","國泰A級公司債","35.03","-0.29","35.08","35.10","35.02","229,000","8,030,960","49","35.02","16","35.03","88","2,737,589,000","9,999.95","0.01"
"00764B","群益25年美債","28.09","-0.31","28.14","28.15","28.08","15,886,000","446,526,690","270","28.09","114","28.10","11","1,390,000,000","9,999.95","0.01"
"00768B","復華20年美債","51.45","-0.60","51.75","51.75","51.40","1,134,000","58,368,650","222","51.40","17","51.45","406","685,100,000","9,999.95","0.01"
"00772B","中信高評級公司債","34.10","-0.26","34.23","34.26","34.05","4,197,000","143,078,370","854","34.08","21","34.10","242","3,499,290,000","9,999.95","0.01"
"00773B","中信優先金融債","36.41","-0.31","36.50","36.51","36.40","1,609,000","58,662,550","170","36.41","8","36.42","9","2,599,790,000","9,999.95","0.01"
"00777B","凱基AAA至A公司債","33.07","-0.31","33.16","33.16","33.07","108,000","3,572,940","10","33.04","11","33.15","10","1,862,150,000","9,999.95","0.01"
"00778B","凱基金融債20+","35.19","-0.30","35.19","35.19","35.19","100,000","3,519,000","4","35.14","21","35.16","1","1,522,650,000","9,999.95","0.01"
"00779B","凱基美債25+","28.45","-0.33","28.52","28.52","28.45","389,000","11,072,340","14","28.44","215","28.45","3","1,162,650,000","9,999.95","0.01"
"00780B","國泰A級金融債","37.76","-0.25","37.87","37.87","37.76","268,000","10,129,140","8","37.75","58","37.76","1","266,102,000","9,999.95","0.01"
"00781B","國泰A級科技債","29.33","-0.25","29.55","29.55","29.33","155,000","4,553,150","34","29.31","1","29.36","120","8,336,000","9,999.95","0.01"
"00782B","國泰A級公用債","30.92","-0.20","31.05","31.05","30.92","162,000","5,012,230","29","30.91","12","30.92","1","17,967,000","9,999.95","0.01"
"00785B","富邦金融投等債","35.38","-0.27","35.40","35.40","35.38","136,000","4,813,680","9","35.36","25","35.37","1","1,016,966,000","9,999.95","0.01"
"00786B","元大10年IG銀行債","33.42","-0.20","33.36","33.48","33.35","204,000","6,821,960","42","33.40","1","33.43","2","27,566,000","9,999.95","0.01"
"00787B","元大10年IG醫療債","32.88","-0.28","32.98","32.98","32.88","368,000","12,124,240","66","32.86","2","32.88","2","14,806,000","9,999.95","0.01"
"00788B","元大10年IG電能債","30.20","-0.21","30.34","30.34","30.20","47,000","1,421,440","25","30.19","1","30.20","12","32,206,000","9,999.95","0.01"
"00789B","復華公司債A3","48.88","-0.49","48.90","49.01","48.88","159,000","7,779,470","16","48.83","5","48.92","13","416,100,000","9,999.95","0.01"
"00791B","復華信用債1-5","56.30","-0.30","56.30","56.30","56.30","102,000","5,742,600","3","56.05","7","56.15","1","261,600,000","9,999.95","0.01"
"00792B","群益A級公司債","32.15","-0.30","32.15","32.16","32.14","114,000","3,665,100","8","32.14","10","32.21","30","2,052,615,000","9,999.95","0.01"
"00793B","群益AAA-A醫療債","31.11","-0.32","31.12","31.16","31.11","115,000","3,581,780","7","31.10","10","31.13","1","4,526,000","9,999.95","0.01"
"00795B","中信美國公債20年","27.23","-0.32","27.34","27.34","27.22","20,438,000","557,361,560","1,971","27.23","147","27.24","443","2,049,098,000","9,999.95","0.01"
"00799B","國泰A級醫療債","30.40","-0.25","30.53","30.53","30.39","549,000","16,706,720","146","30.40","11","30.41","2","22,536,000","9,999.95","0.01"
"00834B","第一金金融債10+","34.68","-0.17","34.67","34.68","34.66","104,000","3,606,650","4","34.65","1","34.67","1","23,198,000","9,999.95","0.01"
"00836B","永豐10年A公司債","29.14","-0.30","29.20","29.21","29.14","473,000","13,812,220","32","29.15","10","29.16","4","481,041,000","9,999.95","0.01"
"00840B","凱基IG精選15+","30.45","-0.30","30.45","30.45","30.45","100,000","3,045,000","2","30.40","10","30.44","1","59,431,000","9,999.95","0.01"
"00841B","凱基AAA-AA公司債","29.74","-0.29","29.74","29.74","29.74","100,000","2,974,000","2","29.69","13","29.73","1","70,440,000","9,999.95","0.01"
"00842B","台新美元銀行債","31.56","-0.10","31.60","31.61","31.51","178,000","5,615,300","39","31.52","3","31.56","29","11,767,000","9,999.95","0.01"
"00844B","新光15年IG金融債","32.32","-0.33","32.32","32.32","32.32","80,000","2,585,600","2","32.30","1","32.32","1","292,675,000","9,999.95","0.01"
"00845B","富邦新興投等債","33.86","-0.18","33.89","33.89","33.86","101,000","3,419,890","3","33.81","25","33.83","1","250,551,000","9,999.95","0.01"
"00846B","富邦歐洲銀行債","36.51","-0.19","36.52","36.52","36.51","103,000","3,760,560","4","36.48","1","36.51","5","74,350,000","9,999.95","0.01"
"00847B","中信美國市政債","26.07","-0.24","26.06","26.12","26.06","364,000","9,501,870","14","26.05","31","26.10","10","9,305,000","9,999.95","0.01"
"00848B","中信新興亞洲債","34.37","-0.23","34.41","34.45","34.37","303,000","10,430,110","9","34.37","22","34.39","1","136,066,000","9,999.95","0.01"
