上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:114/06/06
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","25.44","+0.02","25.45","25.49","25.43","22,648,000","576,343,240","3,017","25.44","230","25.45","847","9,105,192,000","9,999.95","0.01"
"00687B","國泰20年美債","26.72","0.00","26.73","26.77","26.71","14,044,000","375,473,230","2,618","26.72","1,738","26.73","25","7,144,650,055","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","9.04","0.00","9.03","9.06","9.03","64,700","584,905","18","9.04","54","9.05","69","263,107","9,999.95","0.01"
"00694B","富邦美債1-3","39.12","-0.06","39.14","39.18","39.10","419,000","16,393,960","66","39.12","35","39.16","1","173,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","33.10","-0.11","33.16","33.16","33.10","293,000","9,700,180","39","33.10","38","33.12","35","37,686,000","9,999.95","0.01"
"00696B","富邦美債20年","27.64","+0.02","27.66","27.69","27.62","3,625,000","100,196,960","162","27.64","25","27.65","382","945,681,000","9,999.95","0.01"
"00697B","元大美債7-10","33.77","-0.09","33.74","33.79","33.72","479,000","16,167,820","114","33.76","1","33.77","25","60,212,000","9,999.95","0.01"
"00718B","富邦中國政策債","19.59","0.00","19.58","19.60","19.51","121,000","2,366,010","13","19.52","1","19.59","1","5,001,000","9,999.95","0.01"
"00719B","元大美債1-3","29.46","-0.02","29.48","29.48","29.44","1,328,000","39,128,670","224","29.46","13","29.47","54","466,014,000","9,999.95","0.01"
"00720B","元大投資級公司債","31.34","-0.04","31.38","31.38","31.31","2,941,000","92,195,280","728","31.34","79","31.35","307","4,071,609,000","9,999.95","0.01"
"00722B","群益投資級電信債","34.45","-0.04","34.48","34.50","34.43","2,474,000","85,218,530","110","34.44","75","34.45","19","1,487,739,000","9,999.95","0.01"
"00723B","群益投資級科技債","29.95","-0.03","29.95","29.95","29.94","101,000","3,024,450","5","29.92","20","29.94","1","1,507,083,000","9,999.95","0.01"
"00724B","群益投資級金融債","31.68","-0.06","31.74","31.74","31.63","3,539,000","111,995,210","103","31.64","58","31.68","14","2,843,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","33.31","-0.06","33.35","33.35","33.28","3,529,000","117,549,760","533","33.30","37","33.31","27","3,512,706,000","9,999.95","0.01"
"00726B","國泰新興投等債","30.81","0.00","30.80","30.86","30.79","156,000","4,808,510","8","30.81","31","30.83","1","1,183,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","37.66","-0.02","37.70","37.73","37.61","150,000","5,649,620","15","37.65","1","37.67","1","88,689,000","9,999.95","0.01"
"00734B","台新JPM新興債","14.35","0.00","14.37","14.40","14.35","501,000","7,204,360","44","14.35","50","14.37","5","28,979,000","9,999.95","0.01"
"00740B","富邦全球投等債","36.38","-0.08","36.44","36.44","36.34","4,136,000","150,396,510","73","36.37","10","36.38","16","1,660,471,000","9,999.95","0.01"
"00741B","富邦全球非投等債","35.80","0.00","35.76","35.85","35.76","298,000","10,678,830","18","35.80","2","35.81","2","16,628,000","9,999.95","0.01"
"00746B","富邦A級公司債","33.37","-0.09","33.29","33.42","33.29","846,000","28,238,050","54","33.37","122","33.39","8","2,421,464,000","9,999.95","0.01"
"00749B","凱基新興債10+","28.66","+0.04","28.66","28.66","28.66","100,000","2,866,000","2","28.60","24","28.65","1","1,007,000,000","9,999.95","0.01"
"00750B","凱基科技債10+","31.77","-0.01","31.77","31.77","31.77","100,000","3,177,000","4","31.72","1","31.76","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","30.34","-0.03","30.34","30.39","30.31","1,939,000","58,828,030","618","30.33","445","30.34","68","4,561,603,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","32.26","-0.04","32.26","32.26","32.26","101,000","3,258,260","5","32.23","20","32.26","1","869,400,000","9,999.95","0.01"
"00755B","群益投資級公用債","30.62","-0.05","30.62","30.65","30.62","220,000","6,738,980","20","30.60","1","30.63","2","213,230,000","9,999.95","0.01"
"00756B","群益投等新興公債","28.87","+0.01","28.90","28.95","28.87","206,000","5,957,680","17","28.86","37","28.89","2","1,272,300,000","9,999.95","0.01"
"00758B","復華能源債","47.00","0.00","47.00","47.00","47.00","100,000","4,700,000","2","46.75","26","47.06","17","6,025,000","9,999.95","0.01"
"00759B","復華製藥債","50.85","0.00","50.85","50.85","50.85","100,000","5,085,000","2","50.60","20","51.05","26","48,025,000","9,999.95","0.01"
"00760B","復華新興企業債","49.94","+0.19","49.91","50.00","49.91","122,000","6,094,200","10","49.90","5","49.92","1","458,520,000","9,999.95","0.01"
"00761B","國泰A級公司債","32.49","-0.04","32.53","32.55","32.47","138,000","4,483,680","22","32.48","1","32.49","1","2,691,589,000","9,999.95","0.01"
"00764B","群益25年美債","26.84","+0.01","26.81","26.89","26.81","4,093,000","109,841,030","96","26.84","35","26.85","179","1,364,000,000","9,999.95","0.01"
"00768B","復華20年美債","49.64","0.00","49.70","49.72","49.64","337,000","16,740,290","20","49.64","147","49.66","5","457,600,000","9,999.95","0.01"
"00772B","中信高評級公司債","31.79","-0.03","31.75","31.82","31.74","625,000","19,861,800","217","31.79","4","31.80","141","3,475,290,000","9,999.95","0.01"
"00773B","中信優先金融債","33.52","-0.09","33.61","33.61","33.49","906,000","30,374,880","82","33.51","104","33.52","9","2,638,790,000","9,999.95","0.01"
"00777B","凱基AAA至A公司債","30.97","-0.07","31.01","31.01","30.97","103,000","3,193,430","4","30.98","1","31.02","1","1,861,650,000","9,999.95","0.01"
"00778B","凱基金融債20+","32.43","-0.07","32.43","32.43","32.43","101,000","3,275,430","3","32.40","1","32.43","1","1,501,150,000","9,999.95","0.01"
"00779B","凱基美債25+","27.05","+0.03","27.02","27.06","27.02","572,000","15,477,530","10","27.07","5","27.08","105","1,168,650,000","9,999.95","0.01"
"00780B","國泰A級金融債","35.14","-0.08","35.15","35.15","35.14","101,000","3,549,150","3","35.14","1","35.15","1","300,602,000","9,999.95","0.01"
"00781B","國泰A級科技債","28.21","-0.04","28.18","28.24","28.18","118,000","3,328,970","11","28.20","5","28.23","2","6,836,000","9,999.95","0.01"
"00782B","國泰A級公用債","29.02","-0.02","29.08","29.08","29.02","121,000","3,512,340","6","29.02","1","29.03","1","17,467,000","9,999.95","0.01"
"00785B","富邦金融投等債","32.72","-0.04","32.73","32.73","32.70","102,000","3,335,450","4","32.65","25","32.71","1","1,023,466,000","9,999.95","0.01"
"00786B","元大10年IG銀行債","30.27","0.00","30.27","30.27","30.27","3,000","90,810","2","30.22","1","30.25","1","34,566,000","9,999.95","0.01"
"00787B","元大10年IG醫療債","30.60","0.00","30.60","30.64","30.59","6,000","183,690","6","30.59","1","30.60","1","16,806,000","9,999.95","0.01"
"00788B","元大10年IG電能債","27.91","0.00","27.91","27.96","27.91","16,000","446,970","11","27.90","1","27.93","11","37,706,000","9,999.95","0.01"
"00789B","復華公司債A3","46.04","-0.06","46.10","46.10","46.04","117,000","5,387,440","8","46.01","19","46.07","1","438,600,000","9,999.95","0.01"
"00791B","復華信用債1-5","53.40","-0.05","53.40","53.40","53.40","101,000","5,393,400","5","53.25","10","53.45","1","255,100,000","9,999.95","0.01"
