"114年07月07日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","25,171.53","-","145.67","-0.58","",
"發行量加權股價指數","22,428.72","-","118.78","-0.53","",
"臺灣公司治理100指數","13,612.35","-","51.21","-0.37","",
"臺灣50指數","19,297.65","-","81.56","-0.42","",
"臺灣50權重上限30%指數","16,322.31","-","64.41","-0.39","",
"臺灣中型100指數","18,652.57","-","155.73","-0.83","",
"臺灣資訊科技指數","38,445.35","-","193.57","-0.50","",
"臺灣發達指數","9,598.09","-","138.10","-1.42","",
"臺灣高股息指數","9,132.42","-","16.94","-0.19","",
"臺灣就業99指數","12,941.02","-","38.69","-0.30","",
"臺灣高薪100指數","11,713.81","-","15.01","-0.13","",
"未含金融指數","19,494.26","-","138.49","-0.71","",
"未含電子指數","18,394.80","-","44.74","-0.24","",
"未含金融電子指數","13,307.02","-","128.78","-0.96","",
"小型股300指數","10,270.50","-","67.48","-0.65","",
"水泥窯製類指數","516.23","-","5.70","-1.09","",
"塑膠化工類指數","567.16","-","9.18","-1.59","",
"機電類指數","6,957.67","-","46.75","-0.67","",
"水泥類指數","134.37","-","1.33","-0.98","",
"食品類指數","2,138.65","+","8.14","0.38","",
"塑膠類指數","99.03","-","1.75","-1.74","",
"紡織纖維類指數","544.39","-","8.42","-1.52","",
"電機機械類指數","363.01","-","6.44","-1.74","",
"電器電纜類指數","81.03","-","0.94","-1.15","",
"化學生技醫療類指數","131.95","-","2.55","-1.90","",
"化學類指數","151.12","-","0.75","-0.49","",
"生技醫療類指數","75.18","-","2.00","-2.59","",
"玻璃陶瓷類指數","43.97","-","0.82","-1.83","",
"造紙類指數","243.62","-","1.12","-0.46","",
"鋼鐵類指數","116.70","-","1.51","-1.28","",
"橡膠類指數","220.53","+","0.88","0.40","",
"汽車類指數","327.51","-","0.50","-0.15","",
"電子工業類指數","1,252.18","-","8.09","-0.64","",
"半導體類指數","648.89","-","3.68","-0.56","",
"電腦及週邊設備類指數","267.33","-","0.75","-0.28","",
"光電類指數","33.65","-","0.42","-1.23","",
"通信網路類指數","164.53","-","2.90","-1.73","",
"電子零組件類指數","238.87","-","2.37","-0.98","",
"電子通路類指數","239.92","-","1.19","-0.49","",
"資訊服務類指數","207.22","-","1.03","-0.49","",
"其他電子類指數","156.38","-","0.84","-0.53","",
"建材營造類指數","510.24","-","0.24","-0.05","",
"航運類指數","190.42","-","1.77","-0.92","",
"觀光餐旅類指數","112.01","-","0.48","-0.43","",
"金融保險類指數","2,137.41","+","20.00","0.94","",
"貿易百貨類指數","263.57","-","2.25","-0.85","",
"油電燃氣類指數","56.15","-","0.29","-0.51","",
"綠能環保類指數","101.02","-","0.55","-0.54","",
"數位雲端類指數","51.78","-","0.89","-1.69","",
"運動休閒類指數","79.24","-","1.30","-1.61","",
"居家生活類指數","114.39","-","0.63","-0.55","",
"其他類指數","295.67","-","2.07","-0.70","",
"臺指日報酬兩倍指數","56,823.76","-","605.07","-1.05","",
"臺指反向一倍指數","2,755.86","+","14.44","0.53","",
"電子類兩倍槓桿指數","74,274.24","-","965.97","-1.28","",
"電子類反向指數","1,978.75","+","12.62","0.64","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,640.24","-","80.10","-2.15","",
"臺灣中小型公司治理指數","9,793.88","-","132.80","-1.34","",
"臺灣IPO指數","6,007.99","-","159.81","-2.59","",
"智慧中立指數","3,692.40","-","31.08","-0.83","",
"臺灣5G指數","11,621.16","-","119.44","-1.02","",
"臺灣企業社會責任中小型指數","10,560.77","-","82.70","-0.78","",
"特選臺灣電動車代表指數","9,676.07","-","109.81","-1.12","",
"臺灣科技龍頭通訊指數","10,178.26","-","91.62","-0.89","",
"臺灣全市場指數","7,708.75","-","45.42","-0.59","",
