上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:115/01/26
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","27.29","-0.04","27.32","27.33","27.23","52,086,000","1,421,327,320","4,207","27.28","16","27.29","1,068","8,448,692,000","9,999.95","0.01"
"00687B","國泰20年美債","28.37","-0.06","28.40","28.43","28.32","55,994,000","1,588,660,760","3,079","28.37","118","28.38","1,240","6,546,634,927","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","9.44","+0.02","9.45","9.45","9.44","35,800","338,202","4","9.44","100","9.45","102","2,012,268","9,999.95","0.01"
"00694B","富邦美債1-3","41.38","-0.22","41.53","41.53","41.34","449,000","18,581,750","37","41.36","5","41.38","59","180,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","35.29","-0.13","35.42","35.42","35.28","412,000","14,551,400","47","35.28","1","35.30","40","40,686,000","9,999.95","0.01"
"00696B","富邦美債20年","29.43","-0.07","29.48","29.48","29.37","8,383,000","246,702,960","219","29.40","306","29.43","350","850,681,000","9,999.95","0.01"
"00697B","元大美債7-10","35.84","-0.15","35.95","35.95","35.81","1,098,000","39,382,150","205","35.83","24","35.84","28","68,212,000","9,999.95","0.01"
"00719B","元大美債1-3","30.85","-0.19","31.00","31.00","30.83","4,673,000","144,251,750","1,053","30.84","7","30.85","67","527,014,000","9,999.95","0.01"
"00720B","元大投資級公司債","33.53","-0.18","33.64","33.64","33.48","13,926,000","467,075,610","1,720","33.53","10","33.54","368","4,331,109,000","9,999.95","0.01"
"00722B","群益投資級電信債","36.65","-0.17","36.67","36.78","36.58","2,946,000","107,868,400","267","36.64","2","36.65","42","1,491,739,000","9,999.95","0.01"
"00723B","群益投資級科技債","31.31","-0.26","31.39","31.39","31.30","236,000","7,393,760","18","31.32","1","31.34","1","1,516,583,000","9,999.95","0.01"
"00724B","群益投資級金融債","34.48","-0.12","34.59","34.59","34.43","3,579,000","123,393,930","113","34.48","1","34.49","5","2,989,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","35.53","-0.22","35.61","35.64","35.49","12,962,000","460,845,030","1,229","35.53","54","35.54","257","3,805,206,000","9,999.95","0.01"
"00726B","國泰新興投等債","33.77","-0.13","33.90","33.90","33.75","759,000","25,634,820","237","33.75","51","33.77","46","1,181,989,000","9,999.95","0.01"
"00727B","國泰優選非投等債","39.79","-0.17","39.80","39.85","39.79","223,000","8,878,740","46","39.79","12","39.80","1","55,189,000","9,999.95","0.01"
"00734B","台新JPM新興債","15.80","-0.02","15.83","15.83","15.80","125,000","1,977,100","5","15.77","1","15.79","15","27,479,000","9,999.95","0.01"
"00740B","富邦全球投等債","39.34","-0.22","39.25","39.41","39.25","3,852,000","151,572,070","328","39.33","170","39.34","52","1,812,971,000","9,999.95","0.01"
"00741B","富邦全球非投等債","37.68","-0.22","37.87","37.87","37.67","180,000","6,784,340","28","37.67","1","37.68","5","15,628,000","9,999.95","0.01"
"00746B","富邦A級公司債","36.05","-0.16","35.81","36.11","35.81","864,000","31,122,970","39","36.01","122","36.05","8","2,383,964,000","9,999.95","0.01"
"00749B","凱基新興債10+","31.76","-0.14","31.76","31.76","31.76","100,000","3,176,000","4","31.75","13","31.79","1","1,168,500,000","9,999.95","0.01"
"00750B","凱基科技債10+","33.58","-0.30","33.58","33.58","33.58","100,000","3,358,000","4","33.57","23","33.61","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","32.42","-0.15","32.46","32.49","32.36","7,970,000","258,464,360","1,060","32.41","5","32.42","657","4,805,603,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","34.51","-0.20","34.56","34.59","34.50","164,000","5,661,960","10","34.50","20","34.54","1","1,057,900,000","9,999.95","0.01"
"00755B","群益投資級公用債","33.57","-0.20","33.67","33.67","33.56","233,000","7,827,290","16","33.59","2","33.60","10","275,230,000","9,999.95","0.01"
"00756B","群益投等新興公債","32.09","-0.12","32.10","32.13","32.05","212,000","6,799,540","41","32.08","2","32.09","3","1,426,800,000","9,999.95","0.01"
"00758B","復華能源債","52.20","-0.30","52.20","52.20","52.20","100,000","5,220,000","2","51.95","25","52.40","10","5,525,000","9,999.95","0.01"
