"113年05月06日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","23,377.55","+","207.10","0.89","",
"發行量加權股價指數","20,523.31","+","192.99","0.95","",
"臺灣公司治理100指數","11,730.77","+","139.53","1.20","",
"臺灣50指數","15,965.51","+","197.97","1.26","",
"臺灣50權重上限30%指數","14,465.89","+","211.84","1.49","",
"臺灣中型100指數","19,590.04","+","51.23","0.26","",
"臺灣資訊科技指數","31,317.52","+","319.41","1.03","",
"臺灣發達指數","10,057.40","+","45.82","0.46","",
"臺灣高股息指數","9,636.79","+","131.47","1.38","",
"臺灣就業99指數","12,646.69","+","121.46","0.97","",
"臺灣高薪100指數","11,002.64","+","144.49","1.33","",
"未含金融指數","17,888.18","+","141.99","0.80","",
"未含電子指數","20,025.68","+","189.12","0.95","",
"未含金融電子指數","16,114.18","+","60.46","0.38","",
"小型股300指數","11,695.63","+","68.32","0.59","",
"水泥窯製類指數","615.62","+","7.61","1.25","",
"塑膠化工類指數","776.90","+","4.62","0.60","",
"機電類指數","5,954.96","+","52.93","0.90","",
"水泥類指數","161.91","+","2.26","1.42","",
"食品類指數","2,151.64","+","32.65","1.54","",
"塑膠類指數","194.60","+","1.88","0.98","",
"紡織纖維類指數","641.51","+","2.11","0.33","",
"電機機械類指數","438.36","-","1.57","-0.36","",
"電器電纜類指數","116.09","-","0.73","-0.62","",
"化學生技醫療類指數","132.45","-","0.23","-0.17","",
"化學類指數","168.98","-","0.25","-0.15","",
"生技醫療類指數","70.65","-","0.14","-0.20","",
"玻璃陶瓷類指數","48.88","+","0.04","0.08","",
"造紙類指數","359.90","-","0.13","-0.04","",
"鋼鐵類指數","146.43","+","0.32","0.22","",
"橡膠類指數","292.50","+","4.51","1.57","",
"汽車類指數","415.59","+","0.25","0.06","",
"電子工業類指數","1,059.16","+","9.94","0.95","",
"半導體類指數","509.62","+","2.06","0.41","",
"電腦及週邊設備類指數","262.65","+","3.93","1.52","",
"光電類指數","38.13","+","0.21","0.55","",
"通信網路類指數","151.14","+","1.63","1.09","",
"電子零組件類指數","220.70","+","1.23","0.56","",
"電子通路類指數","293.69","+","3.50","1.21","",
"資訊服務類指數","197.27","+","1.48","0.76","",
"其他電子類指數","149.35","+","7.42","5.23","",
"建材營造類指數","640.06","+","6.29","0.99","",
"航運類指數","167.97","+","0.16","0.10","",
"觀光餐旅類指數","139.64","+","1.28","0.93","",
"金融保險類指數","1,911.37","+","41.05","2.19","",
"貿易百貨類指數","295.15","+","0.26","0.09","",
"油電燃氣類指數","97.37","-","0.23","-0.24","",
"綠能環保類指數","115.07","+","1.41","1.24","",
"數位雲端類指數","71.49","+","2.14","3.09","",
"運動休閒類指數","97.45","-","0.76","-0.77","",
"居家生活類指數","109.83","-","0.06","-0.05","",
"其他類指數","380.42","+","2.57","0.68","",
"臺指日報酬兩倍指數","51,486.72","+","959.29","1.90","",
"臺指反向一倍指數","3,250.42","-","31.15","-0.95","",
"電子類兩倍槓桿指數","59,122.46","+","1,099.39","1.89","",
"電子類反向指數","2,595.21","-","24.82","-0.95","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,984.68","+","8.55","0.22","",
"臺灣中小型公司治理指數","9,673.31","+","88.96","0.93","",
"臺灣IPO指數","5,566.18","+","5.99","0.11","",
"智慧中立指數","3,733.73","+","25.98","0.70","",
"臺灣5G指數","10,112.40","+","7.81","0.08","",
"臺灣企業社會責任中小型指數","12,693.24","+","82.43","0.65","",
"特選臺灣電動車代表指數","9,609.54","+","132.37","1.40","",
"臺灣5G+通訊指數","8,660.26","+","128.31","1.50","",
"臺灣全市場指數","7,070.46","+","65.83","0.94","",
"臺灣全市場半導體指數","6,947.49","-","4.34","-0.06","",
"臺灣智慧移動與電動車指數","5,410.21","+","62.77","1.17","",
"特選小資高價30指數","6,901.57","+","25.74","0.37","",
"特選臺灣綠能及電動車指數","5,892.27","+","54.53","0.93","",
"特選臺灣智能車供應鏈聯盟指數","6,284.54","+","88.68","1.43","",
"臺灣全市場半導體精選30指數","5,507.80","-","10.66","-0.19","",
"特選臺灣高股息30指數","5,658.11","+","69.63","1.25","",
"臺灣友善環境指數","6,229.74","+","71.85","1.17","",
"台灣永續價值指數","5,614.46","+","61.04","1.10","",
"特選臺灣IC設計指數","4,437.98","-","42.74","-0.95","",
"特選臺灣環境永續高股息指數","7,454.91","+","37.06","0.50","",
"臺灣友善環境50指數","5,145.57","+","76.11","1.50","",
"特選臺灣IC設計產業代表指數","5,688.91","-","6.28","-0.11","",
"特選臺灣綠能指數","5,807.59","-","12.71","-0.22","",
"特選臺灣智慧50指數","4,715.57","+","51.69","1.11","",
"特選臺灣標竿PCB指數","5,300.47","+","53.79","1.03","",
"臺灣晶圓製造指數","5,686.58","+","21.15","0.37","",
"臺灣精選高息指數","5,484.00","+","28.08","0.51","",
"臺灣多因子優選高股息30指數","8,709.18","+","153.00","1.79","",
"特選臺灣優利高填息30指數","7,243.77","+","101.10","1.42","",
"特選臺灣科技優息指數","9,200.69","+","17.91","0.20","",
"臺灣工業4.0指數","7,454.16","+","87.81","1.19","",
"臺灣半導體收益指數","6,658.36","-","1.53","-0.02","",
"臺灣優選成長高股息指數","7,745.80","+","46.82","0.61","",
"特選臺灣ESG低碳高息40指數","8,676.78","+","21.41","0.25","",
"臺灣優選多因子30指數","8,141.99","+","292.81","3.73","",
"臺灣創新科技50指數","6,554.29","+","9.21","0.14","",
"臺灣全市場新經濟產業指數","4,901.35","-","4.81","-0.10","",
"臺灣ESG永續高股息等權重指數","6,490.68","+","50.17","0.78","",
"臺灣永續高息中小型指數","6,592.60","+","26.84","0.41","",
"特選臺灣高息優質成長指數","6,326.83","+","40.88","0.65","",
"特選臺灣高息動能指數","6,637.29","+","40.17","0.61","",
"臺灣電子成長高息等權重指數","5,925.23","+","55.19","0.94","",
"特選臺灣優利成長指數","5,418.33","+","23.38","0.43","",
