"114年08月22日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","26,683.80","-","217.82","-0.81","",
"發行量加權股價指數","23,764.47","-","197.66","-0.82","",
"臺灣公司治理100指數","14,316.57","-","138.04","-0.95","",
"臺灣50指數","20,425.36","-","218.63","-1.06","",
"臺灣50權重上限30%指數","17,360.71","-","156.14","-0.89","",
"臺灣中型100指數","19,932.89","-","36.82","-0.18","",
"臺灣資訊科技指數","40,716.28","-","458.66","-1.11","",
"臺灣發達指數","10,673.51","-","18.65","-0.17","",
"臺灣高股息指數","9,109.58","-","53.32","-0.58","",
"臺灣就業99指數","13,498.54","-","81.63","-0.60","",
"臺灣高薪100指數","12,094.07","-","86.54","-0.71","",
"未含金融指數","20,766.29","-","175.57","-0.84","",
"未含電子指數","18,796.79","-","104.97","-0.56","",
"未含金融電子指數","13,667.00","-","63.45","-0.46","",
"小型股300指數","10,796.48","-","63.40","-0.58","",
"水泥窯製類指數","538.49","-","3.78","-0.70","",
"塑膠化工類指數","650.66","-","5.36","-0.82","",
"機電類指數","7,479.61","-","67.24","-0.89","",
"水泥類指數","124.23","-","0.45","-0.36","",
"食品類指數","2,055.38","-","7.06","-0.34","",
"塑膠類指數","124.73","-","1.40","-1.11","",
"紡織纖維類指數","509.01","-","0.60","-0.12","",
"電機機械類指數","391.94","+","1.50","0.38","",
"電器電纜類指數","88.60","+","1.32","1.51","",
"化學生技醫療類指數","146.85","-","0.86","-0.58","",
"化學類指數","157.99","-","2.38","-1.48","",
"生技醫療類指數","86.15","-","0.15","-0.17","",
"玻璃陶瓷類指數","79.72","-","1.46","-1.80","",
"造紙類指數","247.52","-","1.60","-0.64","",
"鋼鐵類指數","122.33","-","0.89","-0.72","",
"橡膠類指數","219.54","-","2.36","-1.06","",
"汽車類指數","325.04","-","3.04","-0.93","",
"電子工業類指數","1,345.89","-","12.62","-0.93","",
"半導體類指數","676.06","-","8.17","-1.19","",
"電腦及週邊設備類指數","275.09","-","1.37","-0.50","",
"光電類指數","36.25","-","0.42","-1.15","",
"通信網路類指數","177.63","-","1.62","-0.90","",
"電子零組件類指數","310.39","+","2.56","0.83","",
"電子通路類指數","226.41","-","0.46","-0.20","",
"資訊服務類指數","218.74","-","0.82","-0.37","",
"其他電子類指數","190.25","-","2.76","-1.43","",
"建材營造類指數","488.33","-","2.94","-0.60","",
"航運類指數","187.44","-","2.11","-1.11","",
"觀光餐旅類指數","108.54","-","0.54","-0.50","",
"金融保險類指數","2,165.99","-","15.47","-0.71","",
"貿易百貨類指數","255.28","-","1.91","-0.74","",
"油電燃氣類指數","63.17","+","0.61","0.98","",
"綠能環保類指數","105.74","+","2.31","2.23","",
"數位雲端類指數","51.15","-","0.89","-1.71","",
"運動休閒類指數","74.21","-","0.34","-0.46","",
"居家生活類指數","120.43","-","0.29","-0.24","",
"其他類指數","287.46","-","1.06","-0.37","",
"臺指日報酬兩倍指數","63,579.77","-","1,066.52","-1.65","",
"臺指反向一倍指數","2,592.30","+","21.21","0.82","",
"電子類兩倍槓桿指數","85,343.94","-","1,615.64","-1.86","",
"電子類反向指數","1,831.07","+","16.85","0.93","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,063.44","-","0.09","--","",
"臺灣中小型公司治理指數","9,894.03","-","33.29","-0.34","",
"臺灣IPO指數","7,289.65","-","72.92","-0.99","",
"智慧中立指數","3,541.07","-","24.49","-0.69","",
"臺灣5G指數","12,916.51","-","52.91","-0.41","",
"臺灣企業社會責任中小型指數","10,561.59","-","56.69","-0.53","",
"特選臺灣電動車代表指數","11,070.36","-","19.75","-0.18","",
"臺灣科技龍頭通訊指數","11,242.51","-","80.66","-0.71","",
"臺灣全市場指數","8,196.56","-","66.55","-0.81","",
"臺灣全市場半導體指數","7,692.10","-","70.52","-0.91","",
"臺灣智慧移動與電動車指數","6,389.81","-","14.81","-0.23","",
"特選小資高價30指數","8,954.72","-","72.54","-0.80","",
"特選臺灣綠能及電動車指數","6,309.05","-","31.18","-0.49","",
"特選臺灣智能車供應鏈聯盟指數","7,829.05","-","49.78","-0.63","",
"臺灣全市場半導體精選30指數","6,104.94","-","57.30","-0.93","",
"特選臺灣高股息30指數","4,554.14","-","23.83","-0.52","",
"臺灣友善環境指數","7,244.12","-","48.74","-0.67","",
"台灣永續價值指數","6,776.42","-","53.75","-0.79","",
"特選臺灣IC設計指數","4,312.90","-","30.91","-0.71","",
"特選臺灣環境永續高股息指數","6,156.58","-","40.06","-0.65","",
"臺灣友善環境50指數","6,129.25","-","47.26","-0.77","",
"特選臺灣IC設計產業代表指數","5,259.57","-","35.98","-0.68","",
"特選臺灣綠能指數","5,835.98","+","12.75","0.22","",
"特選臺灣智慧50指數","5,416.39","-","56.91","-1.04","",
"臺灣晶圓製造指數","6,003.45","-","48.36","-0.80","",
"臺灣精選高息指數","5,126.07","-","49.05","-0.95","",
"臺灣多因子優選高股息30指數","7,715.83","-","70.14","-0.90","",
"特選臺灣優利高填息30指數","7,434.08","-","48.38","-0.65","",
"特選臺灣科技優息指數","8,349.28","-","27.56","-0.33","",
"臺灣半導體收益指數","6,537.50","-","51.57","-0.78","",
"臺灣優選成長高股息指數","7,659.75","-","42.20","-0.55","",
"特選臺灣ESG低碳高息40指數","7,650.33","-","58.46","-0.76","",
"臺灣優選多因子30指數","8,812.65","-","82.64","-0.93","",
"臺灣創新科技50指數","8,234.42","-","36.03","-0.44","",
"臺灣全市場新經濟產業指數","4,105.31","+","6.75","0.16","",
"臺灣ESG永續高股息等權重指數","5,500.71","-","29.11","-0.53","",
"臺灣永續高息中小型指數","5,371.01","-","16.28","-0.30","",
"特選臺灣高息優質成長指數","5,641.37","-","32.68","-0.58","",
"特選臺灣高息動能指數","6,114.75","-","39.36","-0.64","",
"臺灣電子成長高息等權重指數","5,401.59","-","6.74","-0.12","",
"特選臺灣優利成長指數","4,884.99","-","3.26","-0.07","",
"臺灣價值高息指數","5,207.08","-","29.92","-0.57","",
"特選臺灣IC設計動能指數","4,699.16","-","25.63","-0.54","",
"臺灣科技高股息指數","4,605.41","-","23.49","-0.51","",
"臺灣趨勢動能高股息指數","5,402.66","-","26.93","-0.50","",
"特選臺灣科技高息成長指數","5,381.00","-","9.78","-0.18","",
"特選臺灣AI優息動能指數","4,904.19","-","22.61","-0.46","",
"臺灣優選AI 50指數","4,970.69","-","49.40","-0.98","",
"臺灣AI供應鏈聯盟指數","6,721.46","-","46.92","-0.69","",
"台灣旗艦動能50指數","5,300.19","-","17.35","-0.33","",
"特選臺灣動能趨勢指數","7,467.00","-","85.82","-1.14","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","48,427.31","-","696.73","-1.42","",
"金融類日報酬反向一倍指數","3,299.96","+","23.24","0.71","",
"漲升股利150指數","10,225.27","-","61.48","-0.60","",
