上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:114/05/26
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","24.55","-0.27","24.73","24.74","24.52","74,222,000","1,824,748,940","14,233","24.55","713","24.56","637","9,127,692,000","9,999.95","0.01"
"00687B","國泰20年美債","25.81","-0.24","25.99","25.99","25.77","45,322,000","1,171,589,190","9,102","25.80","1,105","25.81","355","7,179,650,055","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","8.74","-0.06","8.75","8.75","8.74","54,400","475,980","11","8.74","53","8.75","54","263,107","9,999.95","0.01"
"00694B","富邦美債1-3","38.92","-0.19","39.07","39.07","38.90","293,000","11,417,990","67","38.89","3","38.92","1","173,076,000","9,999.95","0.01"
"00695B","富邦美債7-10","32.69","-0.11","32.75","32.78","32.68","323,000","10,563,440","34","32.69","1","32.70","50","39,686,000","9,999.95","0.01"
"00696B","富邦美債20年","26.68","-0.26","26.95","26.95","26.63","4,574,000","122,076,190","371","26.67","46","26.68","102","940,181,000","9,999.95","0.01"
"00697B","元大美債7-10","33.27","-0.18","33.45","33.45","33.27","561,000","18,695,240","138","33.27","99","33.29","1","59,712,000","9,999.95","0.01"
"00718B","富邦中國政策債","19.38","-0.28","19.38","19.48","19.37","141,000","2,742,950","28","19.38","49","19.50","3","5,501,000","9,999.95","0.01"
"00719B","元大美債1-3","29.25","-0.17","29.42","29.42","29.23","1,695,000","49,646,850","407","29.25","66","29.26","7","466,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","30.08","-0.30","30.36","30.36","30.05","6,486,000","195,270,720","2,037","30.07","278","30.08","36","4,085,609,000","9,999.95","0.01"
"00722B","群益投資級電信債","33.24","-0.25","33.49","33.49","33.18","1,005,000","33,392,090","302","33.23","7","33.25","73","1,487,739,000","9,999.95","0.01"
"00723B","群益投資級科技債","28.91","-0.28","28.89","28.91","28.86","151,000","4,363,040","26","28.91","2","28.94","91","1,507,083,000","9,999.95","0.01"
"00724B","群益投資級金融債","30.78","-0.20","30.98","30.98","30.70","4,210,000","129,390,830","142","30.78","38","30.80","138","2,843,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","32.10","-0.30","32.30","32.30","32.08","6,282,000","201,790,920","1,536","32.10","278","32.11","178","3,514,206,000","9,999.95","0.01"
"00726B","國泰新興投等債","30.18","-0.25","30.42","30.42","30.11","434,000","13,080,440","48","30.18","3","30.21","59","1,183,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","37.12","-0.19","37.13","37.14","37.12","136,000","5,048,470","14","37.11","2","37.16","1","88,689,000","9,999.95","0.01"
"00734B","台新JPM新興債","14.07","-0.11","14.11","14.14","14.07","511,000","7,196,750","9","14.06","50","14.08","5","28,979,000","9,999.95","0.01"
"00740B","富邦全球投等債","35.08","-0.30","35.38","35.38","35.03","5,534,000","194,070,490","258","35.08","15","35.09","233","1,662,471,000","9,999.95","0.01"
"00741B","富邦全球非投等債","35.38","-0.21","35.54","35.54","35.36","537,000","19,011,630","32","35.38","2","35.39","5","16,628,000","9,999.95","0.01"
"00746B","富邦A級公司債","32.42","-0.26","32.44","32.47","32.37","448,000","14,519,650","48","32.36","199","32.42","1","2,426,964,000","9,999.95","0.01"
"00749B","凱基新興債10+","27.83","-0.23","27.78","27.83","27.78","101,000","2,810,780","3","27.75","1","27.80","1","982,000,000","9,999.95","0.01"
"00750B","凱基科技債10+","30.71","-0.35","30.71","30.71","30.71","100,000","3,071,000","4","30.66","1","30.71","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","29.19","-0.27","29.44","29.44","29.14","8,807,000","257,177,350","2,524","29.18","25","29.19","28","4,539,603,000","9,999.95","0.01"
