"114年07月28日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","26,229.16","+","56.09","0.21","",
"發行量加權股價指數","23,412.98","+","48.60","0.21","",
"臺灣公司治理100指數","14,196.47","+","6.99","0.05","",
"臺灣50指數","20,302.62","+","19.19","0.09","",
"臺灣50權重上限30%指數","17,081.26","+","27.40","0.16","",
"臺灣中型100指數","19,317.77","+","90.42","0.47","",
"臺灣資訊科技指數","40,746.19","+","60.43","0.15","",
"臺灣發達指數","10,034.90","+","79.71","0.80","",
"臺灣高股息指數","9,306.57","+","19.80","0.21","",
"臺灣就業99指數","13,299.90","+","29.58","0.22","",
"臺灣高薪100指數","11,947.66","-","5.53","-0.05","",
"未含金融指數","20,469.07","+","64.25","0.31","",
"未含電子指數","18,514.82","-","24.04","-0.13","",
"未含金融電子指數","13,493.96","+","29.00","0.22","",
"小型股300指數","10,514.55","+","36.99","0.35","",
"水泥窯製類指數","525.84","+","8.55","1.65","",
"塑膠化工類指數","613.90","+","10.73","1.78","",
"機電類指數","7,365.60","+","25.42","0.35","",
"水泥類指數","130.68","+","0.89","0.69","",
"食品類指數","2,129.59","-","24.23","-1.12","",
"塑膠類指數","117.78","+","6.11","5.47","",
"紡織纖維類指數","509.15","+","1.91","0.38","",
"電機機械類指數","380.94","+","2.74","0.72","",
"電器電纜類指數","81.96","+","0.12","0.15","",
"化學生技醫療類指數","135.79","-","0.41","-0.30","",
"化學類指數","153.77","+","1.30","0.85","",
"生技醫療類指數","77.80","-","0.67","-0.85","",
"玻璃陶瓷類指數","57.93","+","3.56","6.55","",
"造紙類指數","250.67","-","0.96","-0.38","",
"鋼鐵類指數","118.13","-","1.06","-0.89","",
"橡膠類指數","230.33","+","1.69","0.74","",
"汽車類指數","326.33","-","0.84","-0.26","",
"電子工業類指數","1,326.10","+","4.48","0.34","",
"半導體類指數","685.79","-","0.76","-0.11","",
"電腦及週邊設備類指數","276.74","+","4.18","1.53","",
"光電類指數","34.84","+","0.10","0.29","",
"通信網路類指數","167.25","+","2.76","1.68","",
"電子零組件類指數","269.64","+","3.93","1.48","",
"電子通路類指數","246.28","+","1.18","0.48","",
"資訊服務類指數","213.25","+","2.74","1.30","",
"其他電子類指數","168.21","+","1.34","0.80","",
"建材營造類指數","497.01","-","2.44","-0.49","",
"航運類指數","187.48","-","1.65","-0.87","",
"觀光餐旅類指數","110.40","+","0.23","0.21","",
"金融保險類指數","2,125.10","-","14.94","-0.70","",
"貿易百貨類指數","259.76","-","1.21","-0.46","",
"油電燃氣類指數","59.46","+","1.21","2.08","",
"綠能環保類指數","102.72","+","0.28","0.27","",
