"112年01月11日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,868.55","-","49.67","-0.29","",
"發行量加權股價指數","14,751.44","-","51.52","-0.35","",
"臺灣公司治理100指數","8,452.12","-","34.19","-0.40","",
"臺灣50指數","11,334.89","-","43.02","-0.38","",
"臺灣50權重上限30%指數","10,767.88","-","43.19","-0.40","",
"臺灣中型100指數","12,878.90","-","36.12","-0.28","",
"臺灣資訊科技指數","19,329.56","-","34.55","-0.18","",
"臺灣發達指數","9,708.02","-","59.87","-0.61","",
"臺灣高股息指數","6,110.32","-","9.88","-0.16","",
"臺灣就業99指數","9,057.52","-","43.06","-0.47","",
"臺灣高薪100指數","8,134.53","-","30.59","-0.37","",
"未含金融指數","12,670.98","-","36.19","-0.28","",
"未含電子指數","17,364.47","-","80.12","-0.46","",
"未含金融電子指數","14,463.23","-","44.81","-0.31","",
"小型股300指數","8,230.87","-","0.57","-0.01","",
"水泥窯製類指數","616.24","+","1.94","0.32","",
"塑膠化工類指數","824.83","-","5.78","-0.70","",
"機電類指數","3,826.31","-","10.75","-0.28","",
"水泥類指數","157.68","+","0.40","0.25","",
"食品類指數","1,827.09","+","6.64","0.36","",
"塑膠類指數","242.72","-","2.44","-1.00","",
"紡織纖維類指數","582.98","+","0.12","0.02","",
"電機機械類指數","231.32","-","1.41","-0.61","",
"電器電纜類指數","105.84","-","0.10","-0.09","",
"化學生技醫療類指數","115.28","-","0.18","-0.16","",
"化學類指數","129.39","+","0.15","0.12","",
"生技醫療類指數","70.12","-","0.28","-0.40","",
"玻璃陶瓷類指數","58.32","+","0.38","0.66","",
"造紙類指數","302.03","+","0.04","0.01","",
"鋼鐵類指數","143.82","+","0.07","0.05","",
"橡膠類指數","233.86","-","0.60","-0.26","",
"汽車類指數","332.67","-","4.72","-1.40","",
"電子工業類指數","682.41","-","1.87","-0.27","",
"半導體類指數","326.15","-","0.30","-0.09","",
"電腦及週邊設備類指數","124.58","-","1.22","-0.97","",
"光電類指數","33.06","+","0.08","0.24","",
"通信網路類指數","126.33","-","1.64","-1.28","",
"電子零組件類指數","157.36","-","0.12","-0.08","",
"電子通路類指數","170.88","-","0.28","-0.16","",
"資訊服務類指數","125.01","-","0.23","-0.18","",
"其他電子類指數","94.44","-","0.63","-0.66","",
"建材營造類指數","349.14","+","0.26","0.07","",
"航運類指數","161.16","+","0.24","0.15","",
"觀光類指數","116.96","-","0.47","-0.40","",
"金融保險類指數","1,536.55","-","12.39","-0.80","",
"貿易百貨類指數","296.52","+","4.30","1.47","",
"油電燃氣類指數","106.82","-","1.66","-1.53","",
"其他類指數","364.53","-","1.64","-0.45","",
"臺指日報酬兩倍指數","27,178.46","-","190.51","-0.70","",
"臺指反向一倍指數","4,633.58","+","16.07","0.35","",
"電子類兩倍槓桿指數","25,527.60","-","140.29","-0.55","",
"電子類反向指數","4,195.67","+","11.43","0.27","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,177.87","-","15.35","-0.37","",
"臺灣中小型公司治理指數","6,899.85","-","8.67","-0.13","",
"臺灣IPO指數","4,805.46","+","26.32","0.55","",
"智慧中立指數","3,429.79","-","17.13","-0.50","",
"臺灣5G指數","7,417.42","+","4.69","0.06","",
"臺灣企業社會責任中小型指數","8,093.06","-","16.31","-0.20","",
"特選臺灣電動車代表指數","5,588.56","-","61.89","-1.10","",
"臺灣5G+通訊指數","5,535.68","+","1.99","0.04","",
"臺灣全市場指數","5,005.75","-","14.27","-0.28","",
"臺灣全市場半導體指數","4,722.90","+","16.64","0.35","",
"臺灣電動車與自駕科技永續概念指數","4,129.59","-","4.09","-0.10","",
"臺灣智慧移動與電動車指數","3,809.47","+","14.52","0.38","",
"特選小資高價30指數","4,479.35","-","4.68","-0.10","",
"特選臺灣綠能及電動車指數","4,353.45","-","14.44","-0.33","",
"特選臺灣智能車供應鏈聯盟指數","4,133.87","-","1.41","-0.03","",
"臺灣全市場半導體精選30指數","3,760.75","+","16.96","0.45","",
"特選臺灣高股息30指數","3,804.45","+","11.38","0.30","",
"臺灣友善環境指數","4,458.70","-","9.49","-0.21","",
"台灣永續價值指數","4,213.23","-","21.29","-0.50","",
"特選臺灣IC設計指數","2,886.41","+","15.20","0.53","",
"特選臺灣環境永續高股息指數","4,126.15","+","7.58","0.18","",
"臺灣友善環境50指數","3,868.37","-","9.96","-0.26","",
"特選台灣策略高股息30指數","3,765.42","+","1.09","0.03","",
"特選臺灣IC設計產業代表指數","3,389.05","+","20.41","0.61","",
"特選臺灣綠能指數","4,834.50","+","1.18","0.02","",
"特選臺灣成長高股息指數","3,997.42","+","12.09","0.30","",
