上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:113/12/11
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(千股),最後賣價,最後賣量(千股),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","29.75","-0.16","29.81","29.81","29.71","47,276,000","1,406,490,010","7,976","29.74","3,079","29.75","26","10,433,692,000","9,999.95","0.01"
"00687B","國泰20年美債","31.32","-0.17","31.38","31.38","31.30","37,529,000","1,175,854,610","6,687","31.32","218","31.33","51","8,208,787,000","9,999.95","0.01"
"00694B","富邦美債1-3","42.21","+0.09","42.16","42.21","42.16","68,000","2,867,590","8","42.21","44","42.22","1","184,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","36.11","0.00","36.06","36.11","36.06","261,000","9,422,690","26","36.11","81","36.12","2","33,686,000","9,999.95","0.01"
"00696B","富邦美債20年","32.22","-0.16","32.22","32.25","32.19","3,117,000","100,419,590","141","32.22","683","32.23","4","1,056,181,000","9,999.95","0.01"
"00697B","元大美債7-10","36.72","-0.01","36.67","36.72","36.66","376,000","13,793,700","61","36.70","119","36.72","1","50,712,000","9,999.95","0.01"
"00718B","富邦中國政策債","20.91","+0.13","20.85","20.91","20.85","134,000","2,800,240","14","20.89","20","20.90","1","328,001,000","9,999.95","0.01"
"00719B","元大美債1-3","32.05","+0.06","32.01","32.06","32.01","1,987,000","63,659,700","224","32.05","153","32.06","21","406,014,000","9,999.95","0.01"
"00720B","元大投資級公司債","36.52","-0.06","36.58","36.58","36.48","6,674,000","243,662,130","1,150","36.52","608","36.53","78","4,230,109,000","9,999.95","0.01"
"00722B","群益投資級電信債","39.95","-0.09","39.98","39.98","39.91","4,111,000","164,183,340","165","39.95","302","39.96","28","1,535,239,000","9,999.95","0.01"
"00723B","群益投資級科技債","34.62","-0.04","34.59","34.62","34.59","101,000","3,495,120","5","34.61","1","34.63","20","1,497,083,000","9,999.95","0.01"
"00724B","群益投資級金融債","36.17","-0.01","36.15","36.19","36.15","8,697,000","314,555,260","149","36.18","86","36.19","30","2,848,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","38.70","-0.05","38.72","38.73","38.67","3,608,000","139,624,130","694","38.70","528","38.71","20","3,265,206,000","9,999.95","0.01"
"00726B","國泰新興投等債","34.65","0.00","34.60","34.66","34.60","154,000","5,334,780","12","34.65","1","34.66","17","1,163,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","41.30","+0.05","41.25","41.30","41.21","128,000","5,282,430","7","41.23","49","41.26","1","88,689,000","9,999.95","0.01"
"00734B","台新JPM新興債","16.01","-0.03","16.01","16.05","16.01","71,000","1,137,370","8","16.01","100","16.02","1","30,479,000","9,999.95","0.01"
"00740B","富邦全球投等債","41.81","-0.04","41.80","41.83","41.75","5,083,000","212,399,700","334","41.81","9","41.82","72","1,552,971,000","9,999.95","0.01"
"00741B","富邦全球非投等債","39.66","+0.06","39.65","39.68","39.60","630,000","24,975,130","51","39.66","46","39.67","6","20,128,000","9,999.95","0.01"
"00746B","富邦A級公司債","38.01","-0.03","37.99","38.01","37.96","1,834,000","69,641,770","67","38.01","100","38.02","158","2,361,964,000","9,999.95","0.01"
"00749B","凱基新興債10+","32.57","-0.03","32.50","32.57","32.50","101,000","3,289,500","5","32.55","38","32.56","1","951,500,000","9,999.95","0.01"
"00750B","凱基科技債10+","36.34","-0.05","36.34","36.34","36.34","100,000","3,634,000","4","36.33","35","36.34","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","35.41","-0.09","35.50","35.50","35.37","5,137,000","181,882,450","1,062","35.41","3","35.42","43","4,616,103,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","37.34","-0.06","37.34","37.34","37.28","102,000","3,808,560","5","37.30","97","37.33","1","820,900,000","9,999.95","0.01"
"00755B","群益投資級公用債","35.79","-0.08","35.79","35.79","35.77","104,000","3,721,130","8","35.76","103","35.78","1","213,730,000","9,999.95","0.01"
"00756B","群益投等新興公債","33.27","-0.13","33.40","33.40","33.24","151,000","5,025,000","23","33.25","98","33.28","4","1,200,800,000","9,999.95","0.01"
"00758B","復華能源債","54.70","-0.20","54.75","54.75","54.70","121,000","6,618,750","5","54.60","28","54.70","32","5,525,000","9,999.95","0.01"
"00759B","復華製藥債","58.70","-0.10","58.70","58.70","58.70","100,000","5,870,000","4","58.65","24","58.70","1","48,025,000","9,999.95","0.01"
"00760B","復華新興企業債","56.45","-0.10","56.45","56.50","56.45","143,000","8,072,650","12","56.45","19","56.50","28","422,020,000","9,999.95","0.01"
"00761B","國泰A級公司債","37.56","-0.09","37.62","37.62","37.53","238,000","8,938,250","37","37.56","70","37.57","110","2,776,089,000","9,999.95","0.01"
"00764B","群益25年美債","31.50","-0.18","31.56","31.56","31.47","22,584,000","711,673,860","993","31.50","181","31.51","33","1,420,000,000","9,999.95","0.01"
"00768B","復華20年美債","56.75","-0.25","56.80","56.80","56.70","572,000","32,453,400","60","56.70","93","56.75","27","461,100,000","9,999.95","0.01"
"00772B","中信高評級公司債","36.59","-0.06","36.65","36.65","36.53","3,891,000","142,309,900","536","36.59","747","36.60","12","3,469,790,000","9,999.95","0.01"
"00773B","中信優先金融債","38.40","-0.03","38.39","38.41","38.36","846,000","32,475,520","94","38.40","234","38.41","16","2,651,790,000","9,999.95","0.01"
"00777B","凱基AAA至A公司債","36.24","-0.12","36.34","36.34","36.24","121,000","4,392,280","7","36.27","34","36.29","1","1,711,150,000","9,999.95","0.01"
"00778B","凱基金融債20+","38.05","-0.04","38.05","38.05","38.05","101,000","3,843,050","5","38.02","32","38.03","1","1,501,150,000","9,999.95","0.01"
"00779B","凱基美債25+","31.64","-0.18","31.70","31.70","31.62","744,000","23,544,820","23","31.64","132","31.65","107","1,185,650,000","9,999.95","0.01"
"00780B","國泰A級金融債","38.47","+0.04","38.43","38.48","38.41","129,000","4,960,690","10","38.46","92","38.47","1","302,602,000","9,999.95","0.01"
"00781B","國泰A級科技債","33.10","-0.12","33.13","33.15","33.10","148,000","4,899,930","18","33.10","22","33.14","45","6,336,000","9,999.95","0.01"
"00782B","國泰A級公用債","33.97","-0.06","33.96","33.97","33.96","102,000","3,463,930","4","33.95","70","34.00","38","18,967,000","9,999.95","0.01"
